10-1-02900,1-2015,D5BNA,0185
10-1-02900,1-2015,D3BNA,0222
10-1-02906,1-2015,D10ANA,0074
10-1-02906,1-2015,D10ANA,0142
10-1-02906,1-2015,D10ANA,0579
10-1-02906,1-2015,D10ANA,0658
10-1-02906,1-2015,D10ANA,0659
10-1-02906,1-2015,D10ANA,529
10-1-02906,1-2015,D10ANA,530
10-1-02906,1-2015,D10ANA,531
10-1-02926,1-2015,D3ANA,0523
10-1-02928,1-2015,D8ANA,0070
10-1-02928,1-2015,D8ANA,0136
10-1-02928,1-2015,D8ANA,0141
10-1-02928,1-2015,D8ANA,0274
10-1-02928,1-2015,D8ANA,0393
10-1-02928,1-2015,D8ANA,525
10-1-02928,1-2015,D8ANA,526
10-1-02942,1-2015,D4GNA,0123
10-1-02970,1-2015,D8ANA,0070
10-1-02970,1-2015,D3ANA,0121
10-1-02970,1-2015,D6GNA,0134
10-1-02971,1-2015,D10ANA,0074
10-1-02971,1-2015,D10ANA,0142
10-1-02971,1-2015,D10ANA,0579
10-1-02971,1-2015,D10ANA,0658
10-1-02971,1-2015,D10ANA,0659
10-1-02971,1-2015,D10ANA,529
10-1-02971,1-2015,D10ANA,530
10-1-02971,1-2015,D10ANA,531
10-1-02975,1-2015,D4ANA,0123
10-1-02975,1-2015,D5GNA,0185
10-1-02987,1-2015,D9GNA,0071
10-1-02987,1-2015,D9GNA,0102
10-1-02987,1-2015,D9GNA,0129
10-1-02987,1-2015,D9GNA,0275
10-1-02987,1-2015,D9GNA,0394
10-1-02987,1-2015,D9GNA,0576
10-1-02987,1-2015,D9GNA,0627
10-1-02987,1-2015,D9GNA,0628
10-1-02987,1-2015,D9GNA,527
10-1-03001,1-2015,D4ANA,0123
10-1-03003,1-2015,D3DNA,0021
10-1-03003,1-2015,D3DNA,0121
10-1-03003,1-2015,D3DNA,0148
10-1-03003,1-2015,D3DNA,0222
10-1-03003,1-2015,D3DNA,0523
10-1-03003,1-2015,D3DNA,0524
10-1-03003,1-2015,D3DNA,0549
10-1-03008,1-2015,D3GNA,0121
10-1-03008,1-2015,D10ANA,0142
10-1-03035,1-2015,D2ANA,0119
10-1-03035,1-2015,D4GNA,0123
10-1-03035,1-2015,D5BNA,0133
10-1-03035,1-2015,D8ANA,0274
10-1-03060,1-2015,D3DNA,0121
10-1-03060,1-2015,D6ANA,0134
10-1-03060,1-2015,D5GNA,523
10-1-03124,1-2015,D7ANA,0087
10-1-03124,1-2015,D7ANA,0109
10-1-03124,1-2015,D7ANA,0135
10-1-03124,1-2015,D7ANA,0140
10-1-03124,1-2015,D7ANA,535
10-1-03132,1-2015,D10ANA,0074
10-1-03132,1-2015,D10ANA,0142
10-1-03132,1-2015,D10ANA,0579
10-1-03132,1-2015,D10ANA,0658
10-1-03132,1-2015,D10ANA,0659
10-1-03132,1-2015,D10ANA,529
10-1-03132,1-2015,D10ANA,530
10-1-03132,1-2015,D10ANA,531
10-1-03135,1-2015,D10ANA,0074
10-1-03135,1-2015,D10ANA,0142
10-1-03135,1-2015,D10ANA,0579
10-1-03135,1-2015,D10ANA,0658
10-1-03135,1-2015,D10ANA,0659
10-1-03135,1-2015,D10ANA,529
10-1-03135,1-2015,D10ANA,530
10-1-03135,1-2015,D10ANA,531
10-1-03152,1-2015,D6GNA,0108
10-1-03152,1-2015,D3DNA,0121
10-1-03152,1-2015,D6GNA,0134
10-1-03152,1-2015,D5BNA,0185
10-1-03153,1-2015,D2ANA,0278
10-1-03153,1-2015,D1GNA,0353
10-1-03153,1-2015,D3BNA,0523
10-2-03163,1-2015,D10ANA,0074
10-2-03163,1-2015,D10ANA,0142
10-2-03163,1-2015,D10ANA,0579
10-2-03163,1-2015,D10ANA,0658
10-2-03163,1-2015,D10ANA,0659
10-2-03163,1-2015,D10ANA,529
10-2-03163,1-2015,D10ANA,530
10-2-03163,1-2015,D10ANA,531
10-2-03164,1-2015,D10ANA,0074
10-2-03164,1-2015,D10ANA,0142
10-2-03164,1-2015,D9ANA,0394
10-2-03164,1-2015,D10ANA,0579
10-2-03164,1-2015,D10ANA,0658
10-2-03164,1-2015,D10ANA,0659
10-2-03164,1-2015,D10ANA,529
